author_id,content,timestamp,channel_id,server_id,status,deletion_timestamp,author_join_days,flagged_by,flag_reason
3.354307339110318e+17,"For anyone who’s enrolled or planning on enrolling I am willing to pass this Apple MacBook Air 9,1
With upmost pleasure, I'm giving out my MacBook Air & Charger for free to a lucky person. It is in perfect health and good as new, alongside a perfectly working charger 💯. I'm giving it out because I just got a new model and I thought of giving out the old one to someone who can't afford one and is in need of it... Strictly First come first serve, no partial, I am a recent alum who would love to help someone save some money even if just a little, I have used this MacBook Air for the entirety of the semester before I graduated
PM IF YOU ARE INTERESTED
Email me via
Mouerobert590@gmail.com",2025-05-11T23:03:33.430000+00:00,1370887087464779851,1370887087464779848,deleted,2025-05-11T23:03:48.098853+00:00,1.0,6.248046384362291e+17,
6.248046384362291e+17,"For anyone who’s enrolled or planning on enrolling I am willing to pass this Apple MacBook Air 9,1
With upmost pleasure, I'm giving out my MacBook Air & Charger for free to a lucky person. It is in perfect health and good as new, alongside a perfectly working charger 💯. I'm giving it out because I just got a new model and I thought of giving out the old one to someone who can't afford one and is in need of it... Strictly First come first serve, no partial, I am a recent alum who would love to help someone save some money even if just a little, I have used this MacBook Air for the entirety of the semester before I graduated
PM IF YOU ARE INTERESTED
Email me via
Mouerobert590@gmail.com",2025-05-11T23:04:28.166000+00:00,1370892151571087493,1370887087464779848,deleted,2025-05-11T23:04:34.409050+00:00,0.0,,
3.354307339110318e+17,"I’m giving out my MacBook Air 2020 for free, it's in perfect health and good as new, alongside a charger so it's perfect, I want to give it out because I just got a new model and I thought of giving out the old one to someone who can't afford one and is in dire need of it... Strictly First come first serve !
DM IF YOU ARE INTERESTED
I’m sorry for any inconvenience this ad might cause in this group

Message ID: 1370540676852219904
Attachments
IMG_0148.jpg
IMG_0149.png
IMG_0150.jpg
IMG_0151.jpg",2025-05-11T23:05:03.336000+00:00,1370887087464779851,1370887087464779848,deleted,2025-05-11T23:05:17.779003+00:00,1.0,6.248046384362291e+17,
3.354307339110318e+17,"Hello. @everyone I want to give out my MacBook Air 2021 & Charger** for free, it's in perfect health
and good as new, alongside a charger so it's perfect, I want to give it out because I just got a new model and I thought of giving out the old one to someone who can't afford one and is in need of it... Strictly First come first serve !
DM IF YOU ARE INTERESTED.",2025-05-11T23:05:58.473000+00:00,1370887087464779851,1370887087464779848,deleted,2025-05-11T23:06:29.568323+00:00,1.0,6.248046384362291e+17,
3.354307339110318e+17,"Hello. @everyone I want to give out my MacBook Air 2021 & Charger** for free, it's in perfect health
and good as new, alongside a charger so it's perfect, I want to give it out because I just got a new model and I thought of giving out the old one to someone who can't afford one and is in need of it... Strictly First come first serve !
DM IF YOU ARE INTERESTED.",2025-05-11T23:07:08.914000+00:00,1370887087464779851,1370887087464779848,deleted,2025-05-11T23:07:11.707952+00:00,1.0,,
6.248046384362291e+17,"Hello. @everyone I want to give out my MacBook Air 2021 & Charger** for free, it's in perfect health
and
good as new, alongside a charger so it's perfect, I want to give it out because I just got a new model and I thought of giving out the old one to someone who can't afford one and is in need of it... Strictly First come first serve !
DM IF YOU ARE INTERESTED.",2025-05-11T23:07:48.373000+00:00,1370887087464779851,1370887087464779848,deleted,2025-05-11T23:08:01.326168+00:00,0.0,6.248046384362291e+17,
6.248046384362291e+17,"Hello. @everyone I want to give out my MacBook Air 2021 & Charger** for absolutely free, it's in perfect health
and
it's good as new, alongside a charger so it's perfect, I want to give it out because I just got a newer model and I thought of giving out the old one to someone who can't afford one and is in need.. Strictly First come first serve!
DM IF YOU ARE INTERESTED.",2025-05-13T01:33:15.050000+00:00,1370887087464779851,1370887087464779848,deleted,2025-05-13T01:33:28.770630+00:00,1.0,,
3.354307339110318e+17,"Hello. @everyone I want to give out my MacBook Air 2021 & Charger** for free, it's in perfect health
and good as new, alongside a charger so it's perfect, I want to give it out because I just got a new model and I thought of giving out the old one to someone who can't afford one and is in need of it... Strictly First come first serve !
DM IF YOU ARE INTERESTED.",2025-06-08T16:20:44.197000+00:00,1370887087464779851,1370887087464779848,deleted,2025-06-08T16:21:01.545233+00:00,28.0,,
3.354307339110318e+17,"Hello. @everyone I want to give out my MacBook Air 2021 & Charger** for free, it's in perfect health
and good as new, alongside a charger so it's perfect, I want to give it out because I just got a new model and I thought of giving out the old one to someone who can't afford one and is in need of it... Strictly First come first serve !
DM IF YOU ARE INTERESTED.",2025-06-08T16:22:15.547000+00:00,1370887087464779851,1370887087464779848,deleted,2025-06-08T16:22:19.245886+00:00,28.0,,
3.354307339110318e+17,"For anyone who’s enrolled or planning on enrolling I am willing to pass this Apple MacBook Air 9,1
With pleasure, I'm giving out my MacBook Air & Charger for free to a lucky person. It is in perfect health and good as new, alongside a perfectly working charger 💯. I'm giving it out because I just got a new model and I thought of giving out one to someone who can't afford one and is in need of it... Strictly First come first serve, no partial, I am a recent alum who would love to help someone save some money even if just a little, I have used this MacBook Air for the pentirety of the semester before I graduated 
PM IF YOU ARE INTERESTED via 
(251)287-3166
Email me via 
Mouerobert590@gmail.com",2025-06-11T00:13:03.409000+00:00,1370887087464779851,1370887087464779848,deleted,2025-06-11T00:13:18.127659+00:00,31.0,,
